period,industrialTenants,operatingCompanies,industrialEmployment,industrialEmploymentChange6m,completedUnsold,completedUnsoldChange6m,apartmentTransactions,apartmentTransactionsHalfChangePct,apartmentTransactionsYoyPct,exportsHalfMillionUsd,exportsHalfChangePct,importsHalfMillionUsd,importsHalfChangePct,depositsEok,depositsYoyPct,loansEok,loansYoyPct,populationTotal,populationChange6m,youthPopulation,youthPopulationChange6m,laborParticipationPct,employmentPct,unemploymentPct,visitorsH2,visitorsYoyPct,foreignVisitorsH2,stationRidersH2,stationRidersYoyPct,source
2024H2,201,180,2185,205,46,3,4416,22.2,-3.8,8618,20.5,8779,-2.8,39534,-1.3,38699,0.9,211566,-512,33661,-447,62.1,60.8,2.0,26090021,23.2,159648,773540,3.8,"강릉시 경제지표 동향 브리프 2024년 하반기"
